2008,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Total cleared,v52119453,46.61.4,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared by charge,v52119449,46.61.5,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Cleared otherwise,v52119450,46.61.6,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Total persons charged,v52119452,46.61.7,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, total persons charged per 100000 population aged 12 years and over,v52119454,46.61.8,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Total adult charged,v52119447,46.61.9,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, adult charged per 100000 population aged 18 years and over,v52119448,46.61.10,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Total youth charged,v52119455,46.61.11,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth charged per 100000 population aged 12 to 17 years,v52119456,46.61.12,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Total, youth not charged,v53101728,46.61.13,0.00
2005,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,..
2006,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2007,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2008,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2009,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2010,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2011,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2012,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2013,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2014,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2015,"Guelph, Ontario","Explosives causing death or bodily harm",Rate, youth not charged per 100000 population aged 12 to 17 years,v53101729,46.61.14,0.00
2005,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,..
2006,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,2.00
2007,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,3.00
2008,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,2.00
2009,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,2.00
2010,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,1.00
2011,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,4.00
2013,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,3.00
2014,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,1.00
2015,"Guelph, Ontario","Arson, disregard for human life",Actual incidents,v52119457,46.62.1,1.00
2005,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,..
2006,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,1.67
2007,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,2.49
2008,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,1.64
2009,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,1.63
2010,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,0.80
2011,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,3.15
2013,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,2.34
2014,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,0.77
2015,"Guelph, Ontario","Arson, disregard for human life",Rate per 100000 population,v52119463,46.62.2,0.77
2006,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,..
2007,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,49.16
2008,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-33.96
2009,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-0.85
2010,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-50.62
2011,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-100.00
2012,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,0.00
2013,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-25.58
2014,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-66.97
2015,"Guelph, Ontario","Arson, disregard for human life",Percentage change in rate,v52119462,46.62.3,-0.85
2005,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,..
2006,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,2.00
2007,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,3.00
2008,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,1.00
2009,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,3.00
2010,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,1.00
2011,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,4.00
2013,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,3.00
2014,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,1.00
2015,"Guelph, Ontario","Arson, disregard for human life",Total cleared,v52119465,46.62.4,1.00
2005,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,..
2006,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,2.00
2007,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,3.00
2008,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,1.00
2009,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,3.00
2010,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,1.00
2011,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,4.00
2013,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,3.00
2014,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,1.00
2015,"Guelph, Ontario","Arson, disregard for human life",Cleared by charge,v52119460,46.62.5,1.00
2005,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,..
2006,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2007,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2008,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2009,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2010,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2011,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2013,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2014,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2015,"Guelph, Ontario","Arson, disregard for human life",Cleared otherwise,v52119461,46.62.6,0.00
2005,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,..
2006,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,1.00
2007,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,2.00
2008,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,1.00
2009,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,2.00
2010,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,1.00
2011,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,3.00
2013,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,3.00
2014,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,1.00
2015,"Guelph, Ontario","Arson, disregard for human life",Total persons charged,v52119464,46.62.7,1.00
2005,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,..
2006,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.97
2007,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,1.93
2008,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.96
2009,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,1.89
2010,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.93
2011,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,2.73
2013,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,2.71
2014,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.89
2015,"Guelph, Ontario","Arson, disregard for human life",Rate, total persons charged per 100000 population aged 12 years and over,v52119466,46.62.8,0.89
2005,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,..
2006,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,1.00
2007,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,2.00
2008,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,1.00
2009,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,2.00
2010,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,1.00
2011,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,3.00
2013,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,3.00
2014,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,1.00
2015,"Guelph, Ontario","Arson, disregard for human life",Total adult charged,v52119458,46.62.9,1.00
2005,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,..
2006,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,1.07
2007,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,2.12
2008,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,1.05
2009,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,2.07
2010,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,1.02
2011,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,2.98
2013,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,2.94
2014,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,0.97
2015,"Guelph, Ontario","Arson, disregard for human life",Rate, adult charged per 100000 population aged 18 years and over,v52119459,46.62.10,0.96
2005,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,..
2006,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2007,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2008,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2009,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2010,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2011,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2013,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2014,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2015,"Guelph, Ontario","Arson, disregard for human life",Total youth charged,v52119467,46.62.11,0.00
2005,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,..
2006,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2007,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2008,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2009,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2010,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2011,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2013,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2014,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2015,"Guelph, Ontario","Arson, disregard for human life",Rate, youth charged per 100000 population aged 12 to 17 years,v52119468,46.62.12,0.00
2005,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,..
2006,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2007,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2008,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2009,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2010,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2011,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2012,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2013,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
2014,"Guelph, Ontario","Arson, disregard for human life",Total, youth not charged,v53088666,46.62.13,0.00
